idx,t,p,p_d,v,v_d,q,R,w,T_sp,q_sp,hover_throttle,fa,pwm
0,0.02,"[0.000566543429158628, 3.0243782543791704e-16, -0.8505262732505798]","[-1.0361445975959962, -2.833170417115643, -13.278808484203605]","[0.03575953468680382, 3.695812780162358e-14, -0.01127768587321043]","[-0.9175202886719136, 4.713156410582542, 0.37654794834480754]","[1.0, -1.561431122880418e-17, 3.6089182685827836e-05, -2.348157475753898e-12]","[[0.9999999973951418, 4.696314944264164e-12, 7.217836527764849e-05], [-4.696314946518196e-12, 1.0, -1.3825754559747058e-16], [-7.217836527764849e-05, -2.007147904313412e-16, 0.9999999973951418]]","[4.7221632799767516e-14, 0.011883504688739777, -7.827024584017295e-10]",[1.0],"[0.9545700100942903, 0.15888820240367943, 0.24867125333308376, -0.0413913364276559]",[0.594],"[1.5172464210490577, 3.693529435848703e-12, 6.7140185943648]","[515.9678344726562, 515.9678344726562, 515.9678344726562, 515.9678344726562]"
1,0.03,"[0.0013878174358978868, -3.7636805221435445e-16, -0.8507061004638672]","[-1.0454492621125326, -2.786087908627967, -13.275041811126076]","[0.055652644485235214, 4.651246854336932e-06, -0.003933628089725971]","[-0.9304664516536443, 4.708250848767603, 0.37666730775285373]","[0.9999994039535522, 0.0006462666788138449, 0.0008856633212417364, -1.1722585924189843e-07]","[[0.999998431200951, 1.3792009513246157e-06, 0.0017713254175163017], [9.102977985190947e-07, 0.9999991646787405, -0.0012925327819795955], [-0.0017713257205529656, 0.0012925323666890245, 0.9999975958797465]]","[0.4218604862689972, 0.452863872051239, -1.9591947420849465e-05]",[1.0],"[0.9520546153323195, 0.17332424665381624, 0.24801614446424058, -0.0451520434909542]",[0.594],"[2.0185646874960606, -0.020881250050955442, 7.4395175890897125]","[515.9678344726562, 515.9678344726562, 515.9678344726562, 515.9678344726562]"
2,0.04,"[0.00234023155644536, 2.6304792299924884e-06, -0.850611686706543]","[-1.0548829734759062, -2.739054517862439, -13.271273956425413]","[0.07102779299020767, 0.0006307511357590556, 0.015039727091789246]","[-0.9433711363373565, 4.703339076552782, 0.3767854700663875]","[0.9999247193336487, 0.008407955057919025, 0.008937178179621696, -5.236733159108553e-06]","[[0.9998402536393176, 0.0001607594610220819, 0.017872922504746824], [0.00013981410551978463, 0.9998586125302282, -0.016814737617425767], [-0.017873098625613055, 0.016814550410958577, 0.9996988662792393]]","[1.6611295938491821, 1.70542311668396, -0.0014140065759420395]",[1.0],"[0.9493517339576891, 0.1875295780419513, 0.24733951075853045, -0.04885804957903739]",[0.594],"[1.8326888736817009, -0.21508795054883245, 8.597513764278352]","[515.9678344726562, 515.9678344726562, 515.9678344726562, 515.9678344726562]"
3,0.05,"[0.003476796206086874, 3.63267827196978e-05, -0.8504353165626526]","[-1.0644453169031363, -2.692070306923061, -13.267504932072557]","[0.07887735217809677, 0.005054788663983345, -0.002941596321761608]","[-0.9562343427230058, 4.69842109393781, 0.37690243528558653]","[0.9993684887886047, 0.02460145764052868, 0.025638161227107048, -3.862859375658445e-05]","[[0.9986853662947267, 0.0013386807740808524, 0.05124204409030381], [0.0011842639650187252, 0.9987895334886859, -0.04917382751336529], [-0.05124584536944132, 0.04916986604860898, 0.9974749057520862]]","[2.5203683376312256, 2.637624979019165, -0.007613343186676502]",[1.0],"[0.946633758690256, 0.20053173123121124, 0.24685424259337813, -0.05229277761814629]",[0.594],"[1.6312260408863515, -0.36970945914072517, 4.865316859702096]","[515.9678344726562, 515.9678344726562, 515.9678344726562, 515.9678344726562]"
4,0.06,"[0.004688096232712269, 0.00019952129514422268, -0.8509887456893921]","[-1.0741358776112424, -2.645135337913833, -13.263734750038454]","[0.08142420649528503, 0.018263809382915497, -0.07230305671691895]","[-0.9690560708106144, 4.693496900922778, 0.37701820341027314]","[0.9979567527770996, 0.04380091279745102, 0.04651673883199692, -0.0001044666423695162]","[[0.9956723642694226, 0.004283457546487188, 0.0928342341035114], [0.0038664447893398068, 0.9961629383198035, -0.08743255070479394], [-0.0928525370403475, 0.08741311291507023, 0.9918353462423428]]","[2.4462099075317383, 2.7937846183776855, -0.01741199381649494]",[1.0],"[0.9442181166969983, 0.2109112690275353, 0.24683712965509508, -0.05513634120978932]",[0.594],"[1.787856873731363, -0.12305975035262429, -0.3658350182406789]","[515.9678344726562, 515.9678344726562, 515.9678344726562, 515.9678344726562]"
5,0.07,"[0.005877165123820305, 0.0006173588917590678, -0.8525346517562866]","[-1.083954240817245, -2.5982496729387554, -13.259963422294042]","[0.07548270374536514, 0.03874623775482178, -0.13350479304790497]","[-0.981836320600249, 4.688566497507773, 0.3771327744411579]","[0.9959635734558105, 0.06035872921347618, 0.06643393635749817, -0.00016097485786303878]","[[0.991173013342218, 0.008340385225149509, 0.13231211432217177], [0.007699084916776676, 0.9927135965886565, -0.12025156647403096], [-0.1323509792693337, 0.12020878970487198, 0.9838867135824827]]","[1.9892761707305908, 2.521045207977295, -0.026070013642311096]",[1.0],"[0.9421065745694168, 0.21911639138002445, 0.247218799001187, -0.05749847478052211]",[0.594],"[1.5910043403287264, 0.06226999693769253, 0.3188645154605805]","[515.9678344726562, 515.9678344726562, 515.9678344726562, 515.9678344726562]"
6,0.08,"[0.007024505641311407, 0.0016176652861759067, -0.8557243943214417]","[-1.0938999917381622, -2.551413374101829, -13.256190960810274]","[0.04904894903302193, 0.07431088387966156, -0.22292494773864746]","[-0.9945750920917318, 4.683629883692664, 0.3772461483768197]","[0.9931411147117615, 0.07716654241085052, 0.0878414660692215, -0.0002620756276883185]","[[0.9845676184838993, 0.01407739861305751, 0.17443747155136138], [0.013036286435606633, 0.9880905137748119, -0.15332055251725693], [-0.17451836542012347, 0.1532284681007978, 0.972658406993211]]","[1.8682633638381958, 2.274587869644165, -0.03489556536078453]",[1.0],"[0.9408325661456997, 0.22307001256132133, 0.24821438452131983, -0.058851264152028564]",[0.594],"[0.2374858013563439, 1.024352457274735, -2.6884145050954604]","[629.5208740234375, 667.4893798828125, 648.181640625, 659.0311279296875]"
7,0.09,"[0.007565191946923733, 0.002996104070916772, -0.8596107959747314]","[-1.1039727155910148, -2.5046265035070534, -13.252417377558087]","[0.022327963262796402, 0.11043454706668854, -0.29396846890449524]","[-1.0072723852852628, 4.678687059477538, 0.3773583252186796]","[0.990352988243103, 0.09144148230552673, 0.10411109775304794, -0.0005579796270467341]","[[0.9783211363575413, 0.020145339424920194, 0.20611142485448022], [0.017934952300664143, 0.9832762882464506, -0.1812348709775682], [-0.2063155147875753, 0.18100250349577393, 0.9615986699690262]]","[1.950377106666565, 2.09261155128479, -0.042948924005031586]",[1.0],"[0.939595012821334, 0.2268350288213849, 0.2491754570356374, -0.06015540866755143]",[0.594],"[0.7318628334529542, 0.6192449646792229, -1.033404385278132]","[629.5208740234375, 667.4893798828125, 648.181640625, 659.0311279296875]"
8,0.1,"[0.007675999775528908, 0.004948554094880819, -0.8644700050354004]","[-1.1141719975928221, -2.45788912325843, -13.248642684508425]","[-0.00809145625680685, 0.15042832493782043, -0.3508870303630829]","[-1.0199282001807308, 4.673738024862351, 0.3774693049662048]","[0.9872798919677734, 0.10547178238630295, 0.11896683275699615, -0.001017819857224822]","[[0.9716917142068682, 0.027105033265323066, 0.23469241511690103], [0.02308554105194884, 0.9777493348870872, -0.20850250819162194], [-0.23512182020403138, 0.2080181609849109, 0.9494451929228979]]","[1.7986540794372559, 1.9084506034851074, -0.05165417864918709]",[1.0],"[0.938613626194989, 0.2293720782893414, 0.2503027595810184, -0.061167303099357084]",[0.594],"[0.8340388431521313, 0.5559272730394333, 0.17837507059515367]","[629.5208740234375, 667.4893798828125, 648.181640625, 659.0311279296875]"
9,0.11,"[0.007305034901946783, 0.007526039611548185, -0.8700840473175049]","[-1.1244974229606035, -2.4112012954599584, -13.244866893632237]","[-0.0421704426407814, 0.1939641237258911, -0.39653104543685913]","[-1.032542536778136, 4.668782779847147, 0.3775790876188623]","[0.9841588139533997, 0.11782007664442062, 0.1324676275253296, -0.001484908745624125]","[[0.9649002460688938, 0.03413746347261281, 0.2603884573552451], [0.02829191946304615, 0.9722324496941482, -0.23230073408151777], [-0.2610882655909391, 0.2315139247418426, 0.9371415155788072]]","[1.5596450567245483, 1.7384074926376343, -0.06059466302394867]",[1.0],"[0.9379441371345699, 0.23081052295574897, 0.2513213740907142, -0.06184549323059804]",[0.594],"[0.8924561876209864, 0.5170980583698803, 1.1026326135451008]","[629.5208740234375, 667.4893798828125, 648.181640625, 659.0311279296875]"
10,0.12,"[0.006083603482693434, 0.011541234329342842, -0.8777231574058533]","[-1.1349485769113787, -2.364563082215639, -13.241090016900461]","[-0.09522172063589096, 0.2532989978790283, -0.4517945349216461]","[-1.0451153950775227, 4.663821324431927, 0.37768767317754026]","[0.9804441332817078, 0.13075168430805206, 0.1470680981874466, -0.00207800162024796]","[[0.9567333147579348, 0.042533530171692834, 0.2878406907360878], [0.034384072548584034, 0.9657993594598405, -0.25700064751267737], [-0.28892749953451674, 0.2557782165824436, 0.9225499465799326]]","[1.4021339416503906, 1.5561317205429077, -0.07211343944072723]",[1.0],"[0.9386833124393221, 0.22778573449661255, 0.2515194355166876, -0.061035003605697455]",[0.594],"[-0.5513951797785968, 1.6890827821498062, -0.10029680041617617]","[629.5208740234375, 667.4893798828125, 648.181640625, 659.0311279296875]"
11,0.13,"[0.004315251484513283, 0.01572839915752411, -0.8847895860671997]","[-1.1455250446621674, -2.317974545629474, -13.237312066284044]","[-0.14049819111824036, 0.30512121319770813, -0.4881330728530884]","[-1.0576467750788687, 4.658853658616513, 0.37779506164170584]","[0.9773582220077515, 0.14066293835639954, 0.15804354846477509, -0.0026862029917538166]","[[0.9500300489627876, 0.04971249826693133, 0.30817458296203415], [0.03921096936738459, 0.9604134495269846, -0.27580519547127497], [-0.30968597958098354, 0.27410704749009746, 0.9104723612319201]]","[1.3014482259750366, 1.420153021812439, -0.08261862397193909]",[1.0],"[0.9389227793820539, 0.2267966407372434, 0.2515836004906065, -0.06076997673163583]",[0.594],"[0.561902882501685, 0.6272569399938943, 1.5927352029586963]","[629.5208740234375, 667.4893798828125, 648.181640625, 659.0311279296875]"
12,0.14,"[0.0018872169312089682, 0.020689990371465683, -0.8922866582870483]","[-1.1562264114299894, -2.271435747805461, -13.23353305375393]","[-0.1830396056175232, 0.3564184904098511, -0.509333610534668]","[-1.0701366767821963, 4.6538797824013045, 0.377901253011359]","[0.9743817448616028, 0.14945560693740845, 0.16802407801151276, -0.0033386109862476587]","[[0.9435135257859155, 0.05673044429914986, 0.326441240269442], [0.04371811791001046, 0.9553037504757996, -0.2923755641179295], [-0.32843713679399433, 0.2901316959873432, 0.8988618615549727]]","[1.1140881776809692, 1.2888972759246826, -0.09368032217025757]",[1.0],"[0.9391812198057988, 0.22572403118921808, 0.2516528493934405, -0.060482571869448526]",[0.594],"[1.1370850939155313, 0.3011009804787923, 2.9147860666135603]","[629.5208740234375, 667.4893798828125, 648.181640625, 659.0311279296875]"
13,0.15,"[-0.0019043334759771824, 0.02768132835626602, -0.9016435146331787]","[-1.1670522624318636, -2.2249467508476024, -13.229752991281062]","[-0.23911379277706146, 0.4209633469581604, -0.5296393632888794]","[-1.0825851001874165, 4.6488996957858575, 0.37800624728685506]","[0.9710879325866699, 0.15817676484584808, 0.1787496954202652, -0.004114324692636728]","[[0.9360632401903668, 0.0645388364197383, 0.3458617483300199], [0.04855735286841899, 0.9499263689452715, -0.30867795040278423], [-0.34846491049562456, 0.30573621338670065, 0.8860573198034303]]","[0.9243134260177612, 1.1395292282104492, -0.10772248357534409]",[1.0],"[0.9403828532759994, 0.22066443110911577, 0.25197482611137895, -0.05912685611396067]",[0.594],"[0.10454046101165382, 1.3566225345425265, 2.7927956122415694]","[629.5208740234375, 667.4893798828125, 648.181640625, 659.0311279296875]"
