idx,t,p,p_d,v,v_d,q,R,w,T_sp,q_sp,hover_throttle,fa,pwm
0,0.02,"[1.4891351402965893e-16, 0.00034941534977406263, -0.8443247675895691]","[0.09999833334166665, 0.09999333346666539, -10.04]","[1.984810631279997e-14, 0.022217024117708206, -0.013156275264918804]","[4.9998541674739565, 4.999416679583207, -1.9999999999999574]","[1.0, -3.1499042961513624e-05, 2.5094590178966252e-17, 8.225825001086754e-22]","[[1.0, -3.2260761453141435e-21, 5.0189180256314203e-17], [6.425385185592719e-23, 0.9999999980156206, 6.29980858605212e-05], [-5.018918035995645e-17, -6.29980858605212e-05, 0.9999999980156206]]","[-0.008824560791254044, -1.1289609180777267e-14, 3.913512014452891e-10]",[1.0],"[0.9989172742980451, 0.029865538854613714, -0.035653785185246804, -0.029865538854613714]",[0.594],"[4.996662017560469e-13, 0.31978925319850227, 6.704913203986145]","[516.926025390625, 517.080322265625, 517.0802612304688, 516.9260864257812]"
1,0.03,"[-1.1032149416223547e-08, 0.26676008105278015, -0.8630644083023071]","[0.1499943750632809, 0.14997750101247828, -10.06]","[-1.1651803966117313e-08, 0.3503797650337219, -0.021723493933677673]","[4.999604172161424, 4.998416754581289, -2.000000000000135]","[0.9992808103561401, -0.03791915252804756, -4.9721933237378835e-09, -6.708441024905198e-10]","[[1.0, 1.7178059906743176e-09, -9.886359067158376e-09], [-9.636405625634536e-10, 0.9971242757433235, 0.07578376292684733], [9.988110426530315e-09, -0.07578376292684733, 0.9971242757433234]]","[-0.06219586357474327, -5.545346581925514e-08, -8.586735766868969e-10]",[1.0],"[0.9900180579569084, -0.13039609588560896, -0.0530312716208329, 0.13039609588560896]",[0.594],"[-4.561166172269859e-07, 9.737848087059515, 6.4421623055226505]","[516.926025390625, 517.080322265625, 517.0802612304688, 516.9260864257812]"
2,0.04,"[5.6052613217616454e-08, 0.27408942580223083, -0.8636339902877808]","[0.1999866669333308, 0.1999466709331708, -10.08]","[3.640150680439547e-05, 0.34703007340431213, -0.04002091661095619]","[4.999229187004992, 4.996916992069253, -1.9999999999999574]","[0.9992421865463257, -0.03891182690858841, -0.0009738185326568782, 3.698751606862061e-05]","[[0.9999981006188301, 1.867143452544671e-06, -0.0019490395701063042], [0.00014970508513627547, 0.9969717367999057, 0.07776460384112524], [0.0019432825629715255, -0.0777647479176358, 0.9969698428910411]]","[-0.4331410229206085, -0.3523358106613159, -2.2838376025902107e-05]",[1.0],"[0.9908803875268202, -0.11433547830420374, -0.07082840163663143, 0.11433547830420374]",[0.594],"[-0.0312737405594097, 7.553543325887822, 6.033907428047645]","[516.926025390625, 517.080322265625, 517.0802612304688, 516.9260864257812]"
3,0.05,"[4.487337719183415e-06, 0.279262900352478, -0.8644643425941467]","[0.24997395914712334, 0.24989584635339168, -10.1]","[0.0008355826139450073, 0.34178751707077026, -0.07773342728614807]","[4.998729221379253, 4.994917542022087, -1.9999999999999574]","[0.9989283680915833, -0.045980971306562424, -0.005282476078718901, 0.0001942478265846148]","[[0.9999441154327993, 9.770742569230459e-05, -0.010571493015446153], [0.000873866023911331, 0.9957714254148241, 0.09186133400676025], [0.010535766203220134, -0.09186543844443501, 0.9957156917764843]]","[-1.3638403415679932, -0.7551425695419312, -0.0007259433623403311]",[1.0],"[0.9913064334640652, -0.09696138052971508, -0.08851602317722425, 0.09696138052971508]",[0.594],"[-0.15381920400028432, 6.078958992698357, 5.22150079014259]","[516.926025390625, 517.080322265625, 517.0802612304688, 516.9260864257812]"
4,0.06,"[4.95574640808627e-05, 0.2852984666824341, -0.8665879368782043]","[0.2999550020249566, 0.299820032397223, -10.12]","[0.004821417387574911, 0.3279166519641876, -0.15599600970745087]","[4.998104287783328, 4.992418604383131, -1.9999999999999574]","[0.9982314705848694, -0.057931944727897644, -0.013328436762094498, 0.000493564351927489]","[[0.9996442183602944, 0.0005589015468387506, -0.026666914480252362], [0.0025296672844575857, 0.9932872928178895, 0.11564581579087962], [0.026552541917226998, -0.11567212955405057, 0.9929324856011937]]","[-1.0092098712921143, -0.9775410890579224, -0.002912631258368492]",[1.0],"[0.9913579583896454, -0.07760085280480364, -0.10544844140853912, 0.07760085280480364]",[0.594],"[-0.32468279662465177, 4.976631201362633, 3.5636815563219315]","[516.926025390625, 517.080322265625, 517.0802612304688, 516.9260864257812]"
5,0.07,"[0.0001658677647355944, 0.29010969400405884, -0.8693622350692749]","[0.349928546043362, 0.3497142366876639, -10.14]","[0.011330180801451206, 0.3128347098827362, -0.21645256876945496]","[4.9973544018405365, 4.989420429044089, -2.000000000000135]","[0.9978379607200623, -0.06231800094246864, -0.020862044766545296, 0.0008517110836692154]","[[0.9991280994220227, 0.0009004224776337597, -0.04174003096187645], [0.00429990081105508, 0.992231483310497, 0.1243309872094075], [0.041527723250278495, -0.12440206094278558, 0.9913624843793696]]","[-0.22363606095314026, -1.013811707496643, -0.004351818468421698]",[1.0],"[0.9908837187475814, -0.05746880774060456, -0.12164299867174207, 0.05746880774060456]",[0.594],"[-0.43911948187242794, 3.97026601201093, 2.7785158990828958]","[516.926025390625, 517.080322265625, 517.0802612304688, 516.9260864257812]"
6,0.08,"[0.0004087508423253894, 0.2946673333644867, -0.8731675744056702]","[0.3998933418663416, 0.39957346984586345, -10.16]","[0.021854225546121597, 0.2943248450756073, -0.2946513295173645]","[4.9964795822979635, 4.9859233158199565, -1.9999999999999574]","[0.9976362586021423, -0.06242840737104416, -0.028686806559562683, 0.0013038755860179663]","[[0.998350734147462, 0.0009801561268904116, -0.05740079199097045], [0.006183330145892128, 0.992201988062252, 0.12448687205332747], [0.05707519650014917, -0.12463648815367649, 0.9905595225755935]]","[0.08106222748756409, -1.0831218957901, -0.0054624383337795734]",[1.0],"[0.9899363254100132, -0.03637581398108049, -0.1366662082608168, 0.03637581398108049]",[0.594],"[-0.49614924297775687, 3.025862057013195, 1.7509248828693256]","[516.926025390625, 517.080322265625, 517.0802612304688, 516.9260864257812]"
7,0.09,"[0.0009544568019919097, 0.2997579872608185, -0.8793836832046509]","[0.44984814037660237, 0.4493927459900553, -10.18]","[0.039734307676553726, 0.271470844745636, -0.39532533288002014]","[4.995479851026074, 4.981927614419185, -1.9999999999999574]","[0.997340738773346, -0.06143986061215401, -0.039152488112449646, 0.001930172205902636]","[[0.9969267143690177, 0.0009609680302234136, -0.07833391805495186], [0.008661125151335224, 0.9924428362935498, 0.12240180391124608], [0.07785956003284332, -0.1227040880739477, 0.9893844529208213]]","[0.14839135110378265, -1.2436838150024414, -0.007291605696082115]",[1.0],"[0.9886431335222258, -0.014328106676767012, -0.14958195192498336, 0.014328106676767012]",[0.594],"[-0.5060456671230837, 2.173270024944908, 0.4072529215975216]","[516.926025390625, 517.080322265625, 517.0802612304688, 516.9260864257812]"
8,0.1,"[0.0016887488309293985, 0.3036939799785614, -0.8859145641326904]","[0.49979169270678325, 0.4991670832341407, -10.2]","[0.058949779719114304, 0.2534603476524353, -0.4753640294075012]","[4.994355233018088, 4.977433724408542, -1.9999999999999574]","[0.9970352649688721, -0.059438418596982956, -0.04879920557141304, 0.0025431965477764606]","[[0.9952243397344466, 0.0007297818730415085, -0.09761137750566147], [0.010872407682693333, 0.9929212136265372, 0.11827617799703319], [0.09700672322739433, -0.11877260184412206, 0.9881714247537526]]","[0.38941818475723267, -1.3058817386627197, -0.009199702180922031]",[1.0],"[0.9867822130275451, 0.006833793796877846, -0.16190400284800197, -0.006833793796877846]",[0.594],"[-0.5394365963552306, 1.6143336209403776, -0.08559988011525022]","[516.926025390625, 517.080322265625, 517.0802612304688, 516.9260864257812]"
9,0.11,"[0.002996917814016342, 0.3080768585205078, -0.8953035473823547]","[0.5497227502706772, 0.548891504185874, -10.22]","[0.08756598085165024, 0.23393955826759338, -0.5681887269020081]","[4.993105756389393, 4.9724420951733235, -2.000000000000135]","[0.9966900944709778, -0.05417400598526001, -0.06051819771528244, 0.0034110513515770435]","[[0.9926518253511147, -0.00024249576390260406, -0.121005350389578], [0.01335654786535221, 0.994107083931699, 0.10757652302400636], [0.12026618916478816, -0.10840224569914825, 0.9868054503655525]]","[0.7587396502494812, -1.3053432703018188, -0.011629493907094002]",[1.0],"[0.9847766396378185, 0.028193677795700315, -0.17145259448679198, -0.028193677795700315]",[0.594],"[-0.47616937061455467, 1.03222010771991, -0.7834933747048822]","[516.926025390625, 517.080322265625, 517.0802612304688, 516.9260864257812]"
10,0.12,"[0.004523318726569414, 0.3114767074584961, -0.9044336676597595]","[0.5996400647944459, 0.5985610364445967, -10.24]","[0.11686155945062637, 0.2198183685541153, -0.6498950123786926]","[4.991731452376868, 4.966953225872272, -1.9999999999999574]","[0.9963780641555786, -0.04760818928480148, -0.07032886892557144, 0.0042482903227210045]","[[0.9900716042930233, -0.0017693463954271673, -0.14055279359006703], [0.01516226702311533, 0.9954308246124851, 0.09427395753880075], [0.1397437799379949, -0.09546906737075023, 0.9855746207893141]]","[0.9653615355491638, -1.3259971141815186, -0.013858633115887642]",[1.0],"[0.982327755012535, 0.048366028829526495, -0.18059304132812584, -0.048366028829526495]",[0.594],"[-0.44530389847481566, 0.644715789187578, -1.0299887580372218]","[516.926025390625, 517.080322265625, 517.0802612304688, 516.9260864257812]"
11,0.13,"[0.0065254648216068745, 0.314687043428421, -0.9148048162460327]","[0.6495423883478258, 0.6481707130984742, -10.26]","[0.15089738368988037, 0.20887792110443115, -0.732751190662384]","[4.990232355337998, 4.9609676653877495, -1.9999999999999574]","[0.9959670901298523, -0.03976667672395706, -0.08025915920734406, 0.005162645597010851]","[[0.9870636291500401, -0.00390037007546821, -0.16028156201642968], [0.016666929989491305, 0.9967839170858314, 0.07838390194262983], [0.1594603569978369, -0.08004130029116723, 0.9839541578721143]]","[1.112255334854126, -1.334667444229126, -0.01630866900086403]",[1.0],"[0.9797033793453676, 0.06767121787348762, -0.18823613108052445, -0.06767121787348762]",[0.594],"[-0.3871907858285386, 0.33659481379287715, -1.254976723548559]","[516.926025390625, 517.080322265625, 517.0802612304688, 516.9260864257812]"
12,0.14,"[0.009071363136172295, 0.31776246428489685, -0.9264084696769714]","[0.6994284733753275, 0.6977155732211823, -10.28]","[0.1894378513097763, 0.2018846720457077, -0.8147009015083313]","[4.988608502750169, 4.9544860122708085, -1.9999999999999574]","[0.9954327940940857, -0.030884893611073494, -0.09012240171432495, 0.006138463970273733]","[[0.9836805447912159, -0.00665401475728918, -0.1798007505180844], [0.01778769733132877, 0.9980168853170385, 0.060381242499026336], [0.1790424073310725, -0.06259409484677418, 0.9818481530600378]]","[1.2195680141448975, -1.3037443161010742, -0.01893240585923195]",[1.0],"[0.9769935265212337, 0.08588012176730236, -0.19446350610111798, -0.08588012176730236]",[0.594],"[-0.3088962129711521, 0.10427201158949939, -1.415381904419128]","[516.926025390625, 517.080322265625, 517.0802612304688, 516.9260864257812]"
13,0.15,"[0.012228758074343204, 0.32076507806777954, -0.9392355680465698]","[0.7492970727274234, 0.7471906623679961, -10.3]","[0.2323528528213501, 0.19925346970558167, -0.8955762982368469]","[4.986859935209586, 4.947508914681387, -2.000000000000135]","[0.9947718977928162, -0.02131364867091179, -0.09961692243814468, 0.007144027389585972]","[[0.9800508626472426, -0.009966955508145744, -0.19849676678045486], [0.01845975612073446, 0.9989893824742678, 0.040981106715706414], [0.19788770560183533, -0.04382777089448828, 0.9792443936372889]]","[1.3176747560501099, -1.253379464149475, -0.021756451576948166]",[1.0],"[0.9742907316279331, 0.10285612686065873, -0.19933723674916584, -0.10285612686065873]",[0.594],"[-0.20775886659659948, -0.05783486787291292, -1.525434316217238]","[516.926025390625, 517.080322265625, 517.0802612304688, 516.9260864257812]"
14,0.16,"[0.016061052680015564, 0.3237629234790802, -0.953265368938446]","[0.799146939691727, 0.79659103307123, -10.32]","[0.27945104241371155, 0.20130540430545807, -0.9753437638282776]","[4.98498669643036, 4.940037070323388, -1.9999999999999574]","[0.9939755797386169, -0.010871107690036297, -0.1087520495057106, 0.008206871338188648]","[[0.9762112778659169, -0.013950348977300483, -0.21637219953313105], [0.018679369967189892, 0.9996289325590448, 0.019826203078084293], [0.21601532840292234, -0.02339625940777983, 0.9761096213749261]]","[1.4462801218032837, -1.2145755290985107, -0.02460741065442562]",[1.0],"[0.9716805438318047, 0.11850063328671308, -0.2029335515970907, -0.11850063328671308]",[0.594],"[-0.09095481038692954, -0.17100437623967085, -1.5995594021159576]","[640.362548828125, 648.8357543945312, 669.857421875, 650.4185180664062]"
15,0.17,"[0.021641578525304794, 0.3274570107460022, -0.9716861248016357]","[0.8489768280241603, 0.84591174533498, -10.34]","[0.3417631983757019, 0.21048349142074585, -1.0718193054199219]","[4.982988833243329, 4.932071226375001, -1.9999999999999574]","[0.9928116798400879, 0.0027776334900408983, -0.11927188187837601, 0.009570597670972347]","[[0.971365247286776, -0.01966618698994245, -0.23677583798347587], [0.018341012861515113, 0.9998013768496629, -0.007798339357332076], [0.23688217242062423, 0.00323232714851012, 0.9715330094497514]]","[1.55768620967865, -1.1589378118515015, -0.02789207734167576]",[1.0],"[0.9700075475483884, 0.1319879327525952, -0.20225517761288883, -0.1319879327525952]",[0.594],"[0.26291242156949, -0.271286479080199, -2.11179830452342]","[640.362548828125, 648.8357543945312, 669.857421875, 650.4185180664062]"
16,0.18,"[0.027187636122107506, 0.3307095170021057, -0.9883725643157959]","[0.8987854919801106, 0.895147867129121, -10.36]","[0.39839062094688416, 0.2241884171962738, -1.152877688407898]","[4.980866395595029, 4.923612179414094, -1.9999999999999574]","[0.9916695952415466, 0.014624649658799171, -0.12752321362495422, 0.010740406811237335]","[[0.9672449470625809, -0.02503183457454726, -0.2526076397097634], [0.017571905230736, 0.9993415265630688, -0.03174494342658788], [0.2532359384614814, 0.026266338618614757, 0.9670478989828296]]","[1.585228443145752, -1.08164644241333, -0.030484210699796677]",[1.0],"[0.9679926927791193, 0.14434538015203155, -0.20307040276129693, -0.14434538015203155]",[0.594],"[0.37578516861247113, -0.28651283915172615, -2.125307101229687]","[640.362548828125, 648.8357543945312, 669.857421875, 650.4185180664062]"
17,0.19,"[0.033610302954912186, 0.33420997858047485, -1.0062651634216309]","[0.9485716863455731, 0.9442944748825031, -10.38]","[0.45873382687568665, 0.24358373880386353, -1.2331863641738892]","[4.97861943654625, 4.914660775338208, -2.000000000000135]","[0.9904215335845947, 0.026512781158089638, -0.13498319685459137, 0.011907276697456837]","[[0.9632755062320154, -0.030744006767358327, -0.2667491427190404], [0.016428886768749366, 0.9983105783742705, -0.05573222394242886], [0.268011922818732, 0.049303094770187135, 0.9621532175662502]]","[1.5604705810546875, -0.9598774313926697, -0.0329347588121891]",[1.0],"[0.9663158574250585, 0.1550913286532042, -0.20278334824889416, -0.1550913286532042]",[0.594],"[0.5158800388345002, -0.25496434530281187, -2.141959089883043]","[640.362548828125, 648.8357543945312, 669.857421875, 650.4185180664062]"
18,0.2,"[0.04096667096018791, 0.33804449439048767, -1.025368094444275]","[0.9983341664682817, 0.9933466539753062, -10.4]","[0.5227972269058228, 0.2687200903892517, -1.3141535520553589]","[4.976248012270856, 4.905217909280313, -1.9999999999999574]","[0.9891088008880615, 0.03812837228178978, -0.14156308770179749, 0.013041305355727673]","[[0.9595796402324612, -0.03659367357509627, -0.2790480551905344], [0.015003396942549652, 0.9967523037358033, -0.07911853814090115], [0.2810370298226276, 0.07173386962689411, 0.9570122464299123]]","[1.5355685949325562, -0.861096203327179, -0.03524082899093628]",[1.0],"[0.965039854070153, 0.16421905827063835, -0.20138470262937513, -0.16421905827063835]",[0.594],"[0.6859972833193222, -0.17669623432751336, -2.195360108492281]","[640.362548828125, 648.8357543945312, 669.857421875, 650.4185180664062]"
19,0.21,"[0.05109835043549538, 0.34320685267448425, -1.0498924255371094]","[1.048071688288825, 1.042299499230498, -10.42]","[0.6037135720252991, 0.3062959909439087, -1.410783290863037]","[4.973752182054336, 4.895284525519172, -1.9999999999999574]","[0.987420916557312, 0.05198995769023895, -0.1486257016658783, 0.014401037245988846]","[[0.9554060223616951, -0.043893858183496406, -0.29201483121370947], [0.01298568276527477, 0.9941793089165506, -0.10695267067880795], [0.29500966844855064, 0.09839121371330373, 0.9504148907639753]]","[1.5421292781829834, -0.7731231451034546, -0.03749387338757515]",[1.0],"[0.9653499059574253, 0.1697781281660077, -0.19518345449727184, -0.1697781281660077]",[0.594],"[1.1748410184886842, 0.024014711232299257, -2.6743739196775334]","[640.362548828125, 648.8357543945312, 669.857421875, 650.4185180664062]"
